,x,y,w,h,gray,label
5044,236,169.5,102,25,22.95,1
5045,248,258.5,104,23,81.71,1
5046,215,239,146,28,100.02,1
5046,441.5,154,75,36,131.48,0
5046,414,35.5,62,27,132.87,0
5047,465,408.5,57,28,157.98,0
5047,26.89,431.31,115.69,50.02,88.43,0
5047,240.5,202,103,30,76.99,1
5047,405.5,57,145,44,103.46,0
5047,162,9,72,18,170.62,0
5048,399.5,447,63,24,92.52,0
5048,210,215,98,28,74.93,1
5048,469.5,194,64,19,73.15,0
5048,436.5,108.5,55,25,94.92,0
5048,235.5,55,75,30,243.8,0
5049,192.5,462.5,77,33,102.37,0
5049,205,170.5,98,27,86.05,1
5049,31.5,11,63,22,171.54,0
5050,318,424.5,50,23,164.74,0
5050,287,177.5,106,27,40.7,1
5050,436.5,17.5,85,35,76.28,0
5051,241.53,216.55,99.51,36.57,142.69,1
5051,41.5,179,49,22,51.21,0
5051,450,13,58,26,222.47,0
5052,233,217.5,104,47,10.42,1
5053,46.4,237.47,99.06,36.07,105.22,0
5053,214,214,120,42,34.87,1
5053,30.5,207.5,61,29,134.21,0
5053,152.5,168.5,61,23,68.04,0
5053,57,128.5,106,49,105.52,0
5054,422.68,293.13,96.65,40.88,144.54,0
5054,333.63,171.62,89.55,26.58,84.36,1
5054,305,14.5,64,29,119.27,0
5055,204,468.5,52,21,91.6,0
5055,197.5,203.5,129,39,118.21,1
5055,233.5,41,73,34,151.64,0
5055,369,22,86,40,136.06,0
5055,142,9.5,60,19,171.82,0
5056,246.5,182,99,32,4.99,1
5056,54.5,173,65,30,19.29,0
5056,109.67,121.56,102.11,30.74,81.89,0
5057,274,221.5,72,23,119.71,1
5057,210,184,64,20,95.5,0
5057,389.5,17.5,83,35,160.07,0
5058,215.5,423.5,63,31,134.8,0
5058,157.5,385.5,123,41,115.3,0
5058,193,176.5,112,23,48.4,1
5058,329.5,133.5,75,33,174.78,0
5059,178.31,224.3,155.7,47.63,83.26,1
5059,133,128.5,82,29,90.02,0
5059,222.5,80.5,53,19,16.21,0
5059,351.78,46.03,111.16,35.77,159.98,0
5059,254,35.5,72,31,118.24,0
5059,174.5,20,135,40,125.91,0
5059,83.5,9.5,55,19,108.74,0
5060,217,162,112,28,62.11,1
5061,232,221.5,118,29,153.5,1
5062,237.48,163.97,99.24,27.77,111.22,1
5062,239,9.5,72,19,113.4,0
5062,157,20,86,40,186.87,0
5063,245,214,108,28,156.62,1
5064,244,209.5,96,23,77.26,1
5065,265,220.5,114,27,80.72,1
5065,97,162,72,28,178.02,0
5065,118,11,58,20,204.64,0
5066,343,208,114,26,85.53,1
5066,446.5,152,65,24,114.61,0
5066,389.49,65.95,132.3,48.95,152.43,0
5067,155.5,453.5,99,37,133.75,0
5067,394,280.5,80,27,106.71,0
5067,427,249.5,76,27,68.81,0
5067,227.5,184,135,26,60.2,1
5067,266.64,145.07,74.53,26.45,55.74,0
5067,32.5,99.5,65,27,102.72,0
5067,66.5,23.5,133,47,123.02,0
5068,422.5,291.5,65,31,15.54,0
5068,262.5,250.5,109,27,4.25,1
5068,411,246.5,76,25,12.66,0
5069,81,455.5,56,21,200.3,0
5069,235.5,336,67,28,161.99,0
5069,319.5,134,109,24,155.47,1
5069,271,18.5,60,27,151.47,0
5070,41.5,437,83,24,38.14,0
5070,188,229,114,30,77.71,1
5070,406,223.5,56,21,1.1,0
5070,349,151.5,100,47,9.27,0
5071,190.5,162.5,103,33,171.55,1
5071,335.07,140.16,117.88,57.71,89.3,0
5071,43,15.5,86,31,199.29,0
5072,198,469,60,20,220.6,0
5072,201.5,224,107,26,108.9,1
5072,77,172.5,70,31,121.31,0
5072,35.5,10.5,53,21,120.17,0
5073,136,416,58,26,178.38,0
5073,267.67,341.02,130.69,51.32,90.19,0
5073,360.89,296.28,143.38,36.06,66.76,0
5073,331,226.5,68,23,54.92,0
5073,210.4,225.97,101.3,31.34,129.87,1
5073,258,10.5,56,19,143.78,0
5074,344.5,459.5,125,37,152.1,0
5074,323.5,423.5,71,31,137.18,0
5074,411,375.5,54,21,171.23,0
5074,296.93,372.74,111.42,37.3,97.14,0
5074,414,290,94,38,172.91,0
5074,263.54,204.84,99.56,40.34,99.46,1
5074,395.5,29,109,42,177.31,0
5075,253.5,160.5,95,27,94.23,1
5075,253.5,105.5,67,19,69.43,0
5075,327.5,24,101,48,141.62,0
5076,168,466,60,26,179.4,0
5076,225,411.5,98,33,110.58,0
5076,280.5,211.5,125,27,83.15,1
5077,293.5,204,107,26,83.82,1
5078,212,154.5,82,29,171.34,1
5079,358,417.5,66,29,52.05,0
5079,225,206.5,120,27,49.7,1
5080,265.5,209.5,123,29,92.85,1
5080,309,10,60,20,220.61,0
5081,222.5,450,61,30,6.83,0
5081,265,227.5,120,29,5.29,1
5081,27,79.5,54,25,9.02,0
5081,388,56.5,56,25,0.87,0
5082,389,348,80,18,118.71,0
5082,209,193.5,140,35,94.06,1
5082,41,18,82,36,126.16,0
5083,225,195,98,32,82.73,1
5084,168.5,199,73,28,84.86,1
5085,169.08,282.45,119.79,37.78,36.28,0
5085,240.5,246,97,26,95.76,1
5085,31,56.5,62,27,108.4,0
5086,206,398,72,34,98.22,0
5086,257.16,221.59,87.07,30.55,164.2,1
5086,46.5,129.5,67,27,31.01,0
5086,322,29,54,20,126.55,0
5087,399.93,272.4,107.26,47.78,66.05,0
5087,214.5,226,81,38,126.04,1
5087,337.19,212.3,116.17,43.55,77.04,0
5087,38,8,76,16,121.72,0
5088,257,207.5,110,45,160.19,1
5088,444,191.5,66,21,140.01,0
5088,413.5,138.5,131,57,130.11,0
5089,271.76,156.48,116.42,37.8,85.74,1
5089,405,120.5,58,21,190.43,0
5089,181,107,110,42,117.12,0
5089,215,51.5,56,23,154.89,0
5090,313.5,233,107,24,77.33,1
5090,315,205,72,28,88.18,0
5090,384,188.5,64,29,119.35,0
5091,186,397,58,24,175.82,0
5091,139.5,302.5,55,21,142.15,0
5091,359,292,76,34,150.4,0
5091,194,161.5,100,25,77.62,1
5091,271,135,74,20,156.06,0
5091,65,120,74,32,38.23,0
5092,262,455.5,88,21,97.46,0
5092,106,225,70,32,205.61,0
5092,234.5,221.5,111,31,63.4,1
5092,118.5,189.5,49,21,205.47,0
5092,61.66,115.37,123.24,46.74,183.75,0
5093,269,225.5,92,25,115.07,1
5093,358.38,130.86,100.39,44.23,125.64,0
5094,154.5,251.5,101,25,179.19,1
5094,407,154.5,64,31,57.68,0
5094,37,10,66,20,43.87,0
5095,197.5,205,95,26,99.23,1
5095,446,11,66,22,176.64,0
5095,223.5,27.5,125,55,72.12,0
5096,220.5,427,97,24,160.49,0
5096,106.48,419.49,91.84,44.47,135.78,0
5096,396,162,82,30,243.89,0
5096,219.5,135.5,83,23,85.98,1
5096,316.5,42,57,18,251.76,0
5096,399,15,58,26,245.67,0
5097,148,461,110,32,96.41,0
5097,210.53,147.04,115.46,25.55,68.2,1
5097,449,86.5,60,23,208.08,0
5097,34,72.5,68,33,245.7,0
5097,176.5,41.5,133,41,190.8,0
5097,403,13,98,26,185.76,0
5098,161,178,60,26,151.73,0
5098,317,176,90,24,123.32,1
5099,252.5,197,97,26,116.6,1
5099,393.5,177.5,99,47,123.12,0
5099,397,15,62,20,156.95,0
5099,80,17,160,34,116.05,0
5100,94,458.5,50,21,132.58,0
5100,256,205.5,110,25,94.96,1
5101,328,444.5,70,27,164.19,0
5101,193,264.5,66,29,78.15,0
5101,205.5,145,107,42,150.11,1
5101,220.35,100.39,121.59,35.89,158.46,0
5102,255.5,217,105,24,119.55,1
5102,432.5,205.5,89,27,135.87,0
5102,311,151.5,64,29,38.29,0
5102,39,18.5,78,37,185.41,0
5103,201.5,213,89,26,196.82,1
5103,359.5,139,53,24,23.79,0
5103,391.5,107.5,53,21,34.26,0
5103,95,103,66,22,108.99,0
5103,139,33.5,88,39,201.32,0
5104,72.99,435.42,109.08,35.11,87.23,0
5104,51.5,279,103,26,76.73,0
5104,239.5,199,107,26,76.16,1
5104,208,85,70,24,93.94,0
5104,109,76.5,116,39,130.47,0
5105,250.41,239.95,115.7,26.8,77.75,1
5105,185.5,11.5,67,23,96.61,0
5106,279.07,187.71,120.6,25.06,117.66,1
5106,41.86,56.96,88.22,41.57,110.68,0
5107,422,271.5,66,25,85.04,0
5107,282.5,171.5,133,39,54.37,1
5107,415.5,107.5,127,41,102.72,0
5108,425.4,242.41,129.55,47.84,150.54,0
5108,121,232,112,28,162.1,1
5108,123,163,66,26,117.63,0
5108,209.5,162,87,30,77.59,0
5108,315.5,158,83,32,55.48,0
5108,358.28,111.82,125.35,39.48,92.09,0
5109,136,440,46,22,198.17,0
5109,242.52,229.46,134.05,31.09,83.86,1
5109,34.5,53.5,69,25,158.47,0
5110,284.5,457,91,44,41.04,0
5110,235.5,211.5,87,25,51.77,1
5110,425.5,139.5,71,31,81.14,0
5110,49,22.5,98,45,69.81,0
5111,239,208.5,100,47,72.84,1
5111,353.5,190.5,85,29,124.73,0
5111,324.5,62.5,69,29,155.58,0
5111,146.46,56.54,99.49,32.22,93.45,0
5112,277.52,232.01,111.28,27.64,75.36,1
5112,75,112.5,50,23,199.72,0
5112,128,88,60,20,175.95,0
5112,356,86,88,22,109.29,0
5112,244.5,15,97,30,147.66,0
5113,288.5,420.5,59,25,64.79,0
5113,299,201,112,24,109.62,1
5113,269.5,33.5,67,23,74.34,0
5113,268.5,10.5,101,21,96.04,0
5114,401.5,236.5,63,27,57.27,0
5114,299,225,62,30,124.56,1
5114,311,48.5,62,19,104.65,0
5114,30.5,43,61,30,173.48,0
5114,162.5,11.5,109,23,197.53,0
5115,215,240.5,100,31,25.39,1
5115,328,21,110,42,165.36,0
5116,414.5,444,81,26,169.7,0
5116,191,370.5,66,31,113.43,0
5116,301.5,216.5,105,27,104.92,1
5116,199,33,66,24,245.79,0
5116,434.5,13,89,26,0.46,0
5117,218,210.89,112.47,27.5,59.8,1
5117,219,63.5,62,23,108.58,0
5117,362,43.5,70,31,162.74,0
5117,33.5,20.5,67,21,96.09,0
5117,302.5,12.5,93,25,181.3,0
5118,303.5,230.5,119,27,46.82,1
5118,199,208.5,52,25,69.95,0
5118,100.5,145,61,22,221.95,0
5119,303.02,191.84,112.51,27.34,69.61,1
5120,238,238,88,24,65.39,1
5120,438.5,17,73,32,86.28,0
5121,106.5,403.5,77,31,123.4,0
5121,271.66,228.14,140.4,43.24,145.76,1
5121,373.3,34.56,71.86,26.67,132.1,0
5122,226,467,106,24,84.79,0
5122,160.5,437,81,24,114.94,0
5122,27.5,265.5,55,27,131.55,0
5122,212.5,174.5,93,27,41.97,1
5122,373,162.5,68,25,62.78,0
5123,372.5,312.5,51,21,51.78,0
5123,364.52,150.95,118.11,27.56,210.73,1
5123,42.5,12,75,24,108.84,0
5124,278,219.5,110,25,138.07,1
5124,97,121,56,26,161.06,0
5124,247.47,96.89,82.69,38.08,98.14,0
5125,182.33,223.16,101.45,31.43,106.96,1
5125,27.5,197,55,20,68.46,0
5126,220,200,98,24,51.99,1
5126,424.81,119.1,113.98,35.1,53.01,0
5127,310,435.5,56,21,153.8,0
5127,353,379.5,66,27,155.63,0
5127,211,168,90,26,91.79,1
5128,267.4,217.52,135.86,27.6,109.04,1
5128,155.5,168.5,55,25,178.88,0
5128,188,49,84,26,254.2,0
5129,383,190.5,100,25,71.55,1
5130,168.5,383,89,22,90.41,0
5130,209.5,331.5,59,29,100.82,0
5130,208,132.5,120,31,148.79,1
5130,165,96,108,34,186.87,0
5130,85.5,35,49,22,127.18,0
5130,156.5,22.5,53,25,246.17,0
5131,220.5,185,93,28,75.01,1
5131,381.5,10.5,99,21,65.48,0
5131,225.5,22,111,44,110.91,0
5132,247,219,98,26,124.19,1
5132,237,121,56,20,177.04,0
5132,73.68,125.63,141.99,43.09,96.27,0
5133,225.55,152.28,93.57,26.35,40.91,1
5134,99.5,430.5,55,21,75.32,0
5134,426,252.5,62,29,2.24,0
5134,235.5,236,97,24,81.58,1
5134,446.5,106.5,65,31,16.04,0
5135,218.5,144.5,93,29,96.65,1
5135,436.5,50.5,85,29,163.49,0
5135,139,28.5,50,23,212.19,0
5136,376.5,461.5,61,27,103.95,0
5136,124.5,440,85,24,188.51,0
5136,403.45,425.46,96.97,37.33,100.26,0
5136,299.97,227.47,94.81,25.89,46.73,1
5137,359.97,212.16,88.58,35.89,62.79,0
5137,229.88,204.62,130.31,34.62,50.51,1
5137,74,195,58,24,122.55,0
5138,108.5,305,53,22,12.22,0
5138,248,204.5,94,25,84.82,1
5138,432.5,156,77,26,243.27,0
5138,277,147,58,20,89.08,0
5138,170.5,53.5,101,47,167.36,0
5139,362,468.5,96,21,172.55,0
5139,257.5,424.5,51,23,111.63,0
5139,279.5,300,75,34,88.66,0
5139,269.96,210.23,88.73,22.22,54.01,1
5139,431,200,62,26,144.3,0
5139,42.5,33,53,22,54.84,0
5139,353.5,55.56,113.33,51.76,120.91,0
5139,321,13.5,56,27,114.55,0
5140,340.94,204.35,98.38,24.74,133.16,1
5140,210,82,56,22,151.9,0
5141,239.5,180,97,28,134.13,1
5141,259,72.5,52,21,58.47,0
5141,390.5,13.95,97.48,27.48,207.96,0
5142,214.04,139.07,90.71,30.32,93.69,1
5142,54,66,68,22,133.53,0
5142,203.5,60.5,55,23,142.07,0
5143,104.5,456.5,99,45,100.08,0
5143,103,415,76,32,95.34,0
5143,255,151.5,84,25,189.74,1
5143,358,87,84,36,84.61,0
5144,385,241,92,24,160.65,1
5144,131.5,145.5,79,35,99.05,0
5145,413,433.5,52,25,81.59,0
5145,41.64,390.66,93.89,34.9,45.35,0
5145,309,354,54,22,77.93,0
5145,175.5,339.5,139,39,61.2,0
5145,223,289.5,80,27,29.06,0
5145,350,144.5,118,31,97.15,0
5145,196.5,132.5,95,43,63.14,1
5146,126.5,267,73,36,65.99,0
5146,195.52,180.23,78.9,23.34,53.6,1
5146,188,138.5,70,21,53.72,0
5146,360.5,13.5,147,27,212.82,0
5146,40.5,10.5,51,21,78.85,0
5147,240.5,223,97,28,86.03,1
5147,211,16,96,32,123.16,0
5148,244,195.5,120,27,49.75,1
5148,247.5,153.5,51,25,16.31,0
5149,331.5,459,109,40,62.05,0
5149,262,223,94,26,151.25,1
5149,443.5,196,63,22,47.61,0
5150,287.5,223,111,30,101.64,1
5150,40.5,129.5,69,27,179.96,0
5150,347.5,22.5,119,45,143.18,0
5151,342,151.5,96,25,67.44,1
5151,135.5,27.5,47,23,251.08,0
5152,271,250.5,102,29,11.15,1
5153,377,147,120,26,148.3,1
5153,396.01,78.82,95.76,27.43,154.8,0
5154,219,237,108,26,3.32,1
5155,288,207.5,110,45,56.94,1
5155,452.64,162.56,80.79,37.48,42.72,0
5155,203.5,137,97,40,100.18,0
5156,211.5,421.5,67,25,134.96,0
5156,188.5,211.5,85,25,164.57,1
5157,191.5,460,117,38,37.81,0
5157,335,190,54,20,194.82,0
5157,227,191.5,114,29,46.08,1
5158,260,179.5,98,27,87.57,1
5158,72.55,61.39,74.78,26.31,80.37,0
5159,405.5,470,57,18,153.62,0
5159,96.5,293,49,22,131.17,0
5159,286.5,230,97,22,119.16,1
5159,407.5,179,71,26,181.82,0
5159,198,105,60,22,163.58,0
5159,206.5,12.5,93,25,176.88,0
5160,210.5,202.5,97,25,132.68,1
5161,248.5,246.5,113,27,96.59,1
5161,139.5,225.5,63,17,155.9,0
5162,277,145,96,28,141.51,1
5163,439.38,396.42,103.17,39.66,109.78,0
5163,272.5,210.5,73,31,115.05,1
5163,107.5,75,91,32,189.73,0
5164,393,154.5,56,19,122.01,0
5164,280,151.5,108,33,109.02,1
5165,334.5,442.5,77,25,139.76,0
5165,182,223.5,62,21,75.48,0
5165,228,144,78,28,124.76,1
5165,395.9,137.99,125.27,51.61,220.7,0
5165,150,88.5,76,33,68.74,0
5166,419,240.5,70,27,133.3,0
5166,215,236.5,66,27,109.18,1
5166,432.5,12,53,24,98.44,0
5166,135.5,15.5,87,31,148.24,0
5167,258.48,251.38,81.49,23.44,14.56,1
5168,374,464,152,30,169.43,0
5168,274,412.5,60,29,145.06,0
5168,177,236.5,74,25,46.91,1
5168,68,29,58,22,32.78,0
5169,65,461.5,130,35,154.76,0
5169,249,220,82,30,79.23,1
5169,303,115.5,126,41,108.77,0
5170,242,455,96,40,139.02,0
5170,137.18,386.9,104.08,31.43,78.13,0
5170,85,342.5,48,21,78,0
5170,227.51,306.64,104.76,30.04,131.95,0
5170,257.59,176.13,145.47,37.39,123.91,1
5170,228,134.5,120,33,141.01,0
5171,44.99,299.79,94.19,33.15,199.52,0
5171,68.5,116.5,73,25,112.05,1
5172,226,228.5,106,25,91.78,1
5172,99,176,64,20,160.21,0
5173,319,466,94,26,138.07,0
5173,31.5,402.5,63,23,125.3,0
5173,245.5,174,123,26,100.93,1
5173,270.5,105,87,26,139.34,0
5173,58.5,20,117,40,160.96,0
5174,428.04,408.17,107.01,46.27,20.96,0
5174,417,218,72,30,75.86,0
5174,266.5,199.5,121,29,112.34,1
5174,231,88,50,24,32.88,0
5175,137,465.5,120,27,88.65,0
5175,289.5,214,93,26,91.73,1
5175,244,52,92,36,135.86,0
5175,384.5,24,55,26,206.57,0
5175,264.5,13.5,119,27,139.08,0
5176,300.5,191,121,44,43.49,1
5176,210,132.5,154,39,119.04,0
5177,26.5,367.5,53,23,75.49,0
5177,217.52,199.7,129.32,30.88,98.05,1
5177,430.5,178.5,57,23,216.95,0
5177,103,113,76,28,148.26,0
5178,354,312.5,96,21,51.53,0
5178,253,208,106,26,32.03,1
5178,211,127,156,36,47.2,0
5179,86,441,66,20,107.78,0
5179,258.96,241.69,110.55,26.8,87.3,1
5179,251.5,209.5,67,31,107.4,0
5179,138.5,67.5,53,25,71.8,0
5180,298.5,166.5,121,47,89.53,1
5180,69.67,123.63,114.14,49.23,164.52,0
5181,49,296.5,66,31,48.04,0
5181,130.5,287.5,53,21,99.03,0
5181,197,165,112,28,71.09,1
5181,355,164,98,40,64.4,0
5181,216,108.5,52,23,92.1,0
5181,55.5,75.5,111,51,48.15,0
5181,247.5,48,110.56,46.41,67.89,0
5182,201,421.5,75.42,24.2,0.04,0
5182,226.5,212,111,30,11.66,1
5182,155,142,114,42,17.71,0
5183,261,179,106,28,102.46,1
5184,164,219.5,100,27,168.02,1
5184,437.5,76,53,22,85.96,0
5184,326,57,106,42,85.72,0
5185,243.51,214.02,111.41,25.88,80.64,1
5185,95,140.5,80,31,150.71,0
5185,80,39.5,58,23,157.64,0
5186,275,223.5,108,25,50.46,1
5186,266.5,193,51,22,57.85,0
5186,118.5,179,83,32,177.71,0
5186,142,141.5,84,35,157.43,0
5187,169.5,227.5,109,31,100.94,1
5187,47.5,155.5,95,29,67.84,0
5188,58,449.5,90,23,134.23,0
5188,239,192.5,112,31,110.72,1
5188,132.5,188.5,63,29,180.76,0
5188,414.31,158.8,129.2,46.05,61.3,0
5189,53.79,432.72,120.15,39.91,125.43,0
5189,277,169,96,30,160.53,1
5190,204.5,172,105,24,99.85,1
5190,115,135,94,28,198.9,0
5190,145.5,76.5,89,27,146.35,0
5190,154.5,22,113,44,128.83,0
5191,234.5,179.5,111,25,114.69,1
5192,259,442,56,22,37.62,0
5192,272.99,244.23,98.86,38.28,114.14,1
5193,246.95,203.1,108.43,23.34,94.13,1
5194,434.11,352.84,103.88,41.09,32.24,0
5194,291.5,193,133,32,79.62,1
5195,314,182.5,104,23,76.09,1
5195,70,74,68,24,97.35,0
5195,123.5,48.5,79,27,166.22,0
5195,329,40.5,64,31,91.03,0
5195,315.5,10,61,20,89.23,0
5196,224.5,461,77,30,87.67,0
5196,399,417,62,22,69.29,0
5196,356,333,58,22,75.72,0
5196,38.5,299.5,77,35,220.83,0
5196,191.77,240.55,110.91,31.37,141.53,1
5197,408.02,316.96,133.02,29.05,249.25,0
5197,214.5,177.5,95,25,66.14,1
5197,53,39,80,30,201.03,0
5198,201.5,460.5,97,29,102.49,0
5198,212.03,212.38,134.74,28.28,99.17,1
5198,371.5,13.5,71,27,149.15,0
5199,196.53,360.3,123.87,29.96,93.98,0
5199,238,243,100,22,71.18,1
5199,263.5,134.5,89,31,61.56,0
5199,439.5,115.64,79.67,32.37,108.02,0
5200,438,408.5,66,21,199.51,0
5200,56.5,374.5,69,27,65.68,0
5200,262.5,157.5,101,47,86.95,1
5200,345.12,18.66,98.82,37.25,91.97,0
5201,442.87,295.6,99.69,47.02,168.7,0
5201,222.5,251.5,111,25,110.79,1
5201,72,139,66,26,182.2,0
5201,447.5,97.5,63,21,177.91,0
5201,29,91.5,58,21,105.06,0
5201,389.5,47,73,22,168.43,0
5202,216.47,230.36,97.34,26.74,57.71,1
5202,34.62,41.14,75.19,33.19,110.82,0
5203,239.5,208.5,109,27,91.61,1
5203,68,12,54,22,130.47,0
5204,112.5,441,67,22,90.45,0
5204,248,435,80,16,38.18,0
5204,47.89,319.48,101.2,36.27,59.43,0
5204,332,282.5,86,41,30.68,0
5204,261,217.5,104,25,62.59,1
5204,113,213,86,42,76.47,0
5204,437.5,43.5,59,23,17.57,0
5205,309,419,58,28,131.95,0
5205,222.5,366,125,40,134.07,0
5205,343.9,199.25,115.58,34.01,118.11,0
5205,185.17,158.71,99.16,26.42,88.67,1
5205,321.5,117.5,67,25,114.74,0
5205,337.5,15.5,63,31,108.03,0
5206,430,220,56,26,156.23,0
5206,207.5,217,101,26,69.89,1
5207,297.5,468.5,63,21,129.72,0
5207,241.5,240,91,24,102.06,1
5208,402.5,316,49,22,45.25,0
5208,422.04,246.89,115.28,31.67,50.11,0
5208,213,214,122,26,94.3,1
5209,154,464,110,30,146.99,0
5209,219.6,198.8,101.41,25.75,76.81,1
5209,217.5,160,67,28,61.64,0
5209,146.5,156,53,26,124.55,0
5209,251.5,84,61,26,55.8,0
5210,59,265,56,20,131.81,0
5210,135.5,205.5,125,29,58.43,1
5210,112,71.5,82,23,61.6,0
5210,446.5,16,65,32,182.63,0
5211,240.5,220,97,30,89.86,1
5211,147.5,144.5,53,21,54.15,0
5211,429,86,100,38,147.61,0
5211,151,10.5,70,21,61.85,0
5211,43,20.9,91.86,32.33,129.57,0
5212,292.5,249.5,91,29,111.15,1
5212,358.39,160.62,99.54,29.73,149.88,0
5212,268.63,24.14,141.16,50.37,93.92,0
5213,319,198,62,26,63.43,0
5213,207,179,104,24,70.5,1
5213,250.5,18,69,30,207.65,0
5214,72.84,281.25,137.15,34.98,130.5,0
5214,251,222,134,26,66.01,1
5215,408.5,427.5,61,23,146.01,0
5215,198.5,195,95,24,69.79,1
5215,368,69.5,96,45,172.63,0
5215,142.5,37.5,65,29,140.08,0
5216,150.5,451,77,28,174.77,0
5216,192,418.5,58,21,156.42,0
5216,50.5,400.5,69,25,191.61,0
5216,228,175,96,28,71.64,1
5216,115,142.5,72,27,145.17,0
5217,175.5,434.5,63,23,23.1,0
5217,265.5,222,109,42,154.8,1
5217,412.5,133,73,34,117.02,0
5217,259,49,60,22,148.54,0
5218,291,189.5,110,27,134.51,1
5219,309,288.5,106,29,74,1
5219,427.5,150.5,103,41,95.88,0
5220,179,191.5,110,51,179.43,1
5220,190,58,56,22,178.17,0
5221,199,202.5,98,25,92.37,1
5221,302,165,54,24,133.04,0
5221,306.5,88,53,20,142.85,0
5221,198,67,72,30,94.26,0
5222,154.5,425,85,40,180.28,0
5222,246.5,414,87,38,79.86,0
5222,408.23,382.97,146.11,42.97,45.53,0
5222,291,374.5,52,25,37.12,0
5222,245,213,86,34,79,1
5222,389,180,144,42,126.03,0
5222,444.5,100.5,69,27,42.23,0
5222,413.5,33.5,81,21,139.05,0
5223,275.5,215,87,24,111.42,1
5224,268.15,240.82,100.61,26.48,82.18,1
5224,249,160.5,66,21,38.11,0
5224,444.5,16.5,69,33,178.36,0
5225,239.11,193.24,104.39,27.45,91.49,1
5225,341.5,139,71,20,172.54,0
5225,412.05,67.43,134.15,40.19,161.21,0
5225,301,11.5,108,23,167.97,0
5226,218.99,223.61,98.6,24.73,107.89,1
5226,85.44,168.97,130.58,42.59,138.35,0
5227,179.5,375.5,83,27,119.35,0
5227,30,252,60,24,99.79,0
5227,347.38,181.28,133.77,26,146.8,1
5227,67.25,123.33,99.48,25.36,115.38,0
5228,166,201.5,100,47,169.53,1
5228,72,12.5,76,25,77.88,0
5229,308.5,133.5,95,41,171.54,1
5229,136.5,79.5,79,31,182.02,0
5229,198.5,45.5,49,21,174.21,0
5230,264.47,202.97,97.34,25.77,75.12,1
5230,385,99,94,46,160.29,0
5231,278.5,145.5,97,41,74.92,1
5232,190,395.5,60,27,129,0
5232,276,382.5,104,45,150.79,0
5232,318.5,283,113,54,89.64,0
5232,286,203.5,82,27,84.21,1
5232,169,195,66,32,215.04,0
5232,139,36.72,125.1,42.26,136.41,0
5232,454,12,50,24,126.72,0
5233,378,314,60,18,133.45,0
5233,142.55,143.77,103.56,28.82,61.49,1
5234,233.5,228.5,77,23,113.25,1
5234,12.5,67.5,75,25,234.65,0
5235,210,199.5,64,23,149.75,0
5235,326.5,190,111,30,96.13,1
5235,128,94,50,22,233.5,0
5235,225.5,72.5,75,31,134.36,0
5235,413.5,57.5,121,47,155.67,0
5235,254,38,60,22,100.91,0
5235,372,12,84,24,156.67,0
5236,190.5,215.5,90.71,38.66,134.98,1
5237,86.5,462.5,173,33,112.94,0
5237,217.98,204.75,96.02,30.75,86.57,1
5237,439.86,95.15,87.15,38.96,171.55,0
5238,321.03,224.4,92.94,26.39,149.45,1
5238,76.5,148.5,91,41,222.99,0
5239,51.5,415.5,103,41,81.42,0
5239,333.26,353.23,98.5,36.92,98.23,0
5239,283.2,220.65,92.47,43.12,90.93,1
5239,88,15,120,30,247.89,0
5240,438.5,354.5,75,37,227.11,0
5240,232.9,312.47,108.27,27.71,189.01,0
5240,208.5,229.41,92.31,29.83,116.51,1
5240,348.5,181,65,24,59.41,0
5240,265,98.5,62,21,54.01,0
5240,239.5,9,69,18,41.44,0
5241,157.06,198.37,141.79,42.4,80.19,1
5241,274,187,58,28,14.05,0
5241,175.18,107.74,166.31,34.79,87.01,0
5241,34.5,45.5,55,23,87.25,0
5242,206.5,217.53,125.42,32.22,65.98,1
5242,309.5,188,59,18,87.77,0
5242,277.5,160.5,91,25,69.48,0
5242,122.01,161.03,96.49,27.75,120.25,0
5242,364.5,95.5,57,21,91.81,0
5243,253,463,84,26,44.86,0
5243,34,459,68,24,131.8,0
5243,181.35,433.42,83.93,30.6,102.76,0
5243,440,331,66,28,123.08,0
5243,233.5,265,117,24,73.36,1
5243,417.5,258,123,48,113.12,0
5243,192,105.5,66,25,105.16,0
5244,255.5,241,109,28,76.98,1
5244,430.5,220.5,47,23,148.22,0
5244,326.5,57.5,65,27,169.59,0
5244,330,14.5,78,29,175.64,0
5245,252.5,467,63,24,94.97,0
5245,347.5,460.5,55,23,120.17,0
5245,184,228.5,106,25,169.75,1
5245,419.06,60.27,123,43.47,149.59,0
5246,308.5,224,69,18,138.5,0
5246,205,140.5,108,27,78.89,1
5246,344.5,83.5,69,29,57.8,0
5246,68.06,20.03,143.27,35.63,104.33,0
5246,389.5,12,67,24,47.95,0
5247,387.5,438.5,51,21,49.59,0
5247,179,344,94,26,99.21,0
5247,222,194.5,88,23,71.1,1
5248,218.5,229.5,101,27,151.06,1
5248,127.5,89,105,36,134.56,0
5249,75.5,460,141,38,81.81,0
5249,234.03,225.6,114.18,28.72,178.24,1
5249,94.5,199,99,48,106.19,0
5249,173.5,10,81,20,173.68,0
5250,215.5,217.5,99,41,80.62,1
5251,276,420.5,48,23,51.17,0
5251,398.5,303,55,24,92.09,0
5251,246.5,217,105,28,109.49,1
5251,132.47,75.03,118.98,37.61,75.75,0
5251,253.5,47.5,67,31,54,0
5251,129,39,62,22,75.77,0
5252,236,224.5,98,27,128.05,1
