image,x,y,width,height,B,G,R,label
5558,242.5,164.5,63,27,84.26,97.26,76.68,0
5559,246.5,236.5,129,27,79.7,85.77,68.54,1
5559,221.5,11.5,59,23,173.41,175.59,169.27,0
5559,133,14.5,102,29,143.19,152.76,142.96,0
5560,174.5,462,77,34,82.11,83.46,62.22,0
5560,277,452.5,100,47,135.13,135.85,131.85,0
5560,249,202,124,28,90.68,94.22,65.27,1
5560,239.5,171,59,28,47.9,52.91,35.76,0
5561,176.5,470,77,18,109.8,133.92,132.44,0
5561,413.5,369.5,63,25,234.53,237.56,229.11,0
5561,168.5,294.5,51,25,32.42,31.23,25.05,0
5561,256.5,162,105,30,60.89,79.94,52.65,1
5561,99,85.5,56,19,42.25,74.9,44.86,0
5561,97.95,11.39,96.27,22.81,95.39,92.27,76.4,0
5562,103,212,64,18,58.01,40.13,19.78,0
5562,257.06,192.87,130.81,29.8,26.94,26.57,5.16,1
5562,382,12.5,72,25,61.37,51.15,17.79,0
5563,348.01,295.11,83.91,26.61,55.4,63.44,59.46,0
5563,267.02,212.82,116.21,29.56,119.68,139.65,128.03,1
5563,74,80,54,24,121.01,154.04,122.05,0
5564,294.5,176,133,26,0.61,4.03,0.41,1
5564,88.5,152,61,24,78.24,126.56,54.1,0
5564,360,121,102,22,0,0,0,0
5565,153,462.5,76,33,201.52,223.4,222.22,0
5565,63.5,430.5,63,17,115.03,137.97,135.4,0
5565,56,406.5,112,39,115.43,137.37,135.79,0
5565,338.5,267.5,61,25,109.89,132.89,128.89,0
5565,261.5,142,105,26,82.72,98.06,100.69,1
5566,206,462,72,34,160.12,161.72,143.02,0
5566,303,236,110,30,49.18,51.01,48.17,1
5566,301.5,203.5,69,27,43.1,43.22,42.86,0
5566,175.5,184,127,54,79.01,115.99,85.88,0
5567,58.5,229,75,24,27.19,49.88,56.65,0
5567,316.87,226.71,140.06,32.13,6.31,21.62,29.06,1
5567,221,193.5,74,25,9.67,72.03,101.16,0
5567,322.5,174,83,22,6.83,25.68,37.9,0
5568,173.5,334.5,55,25,140.82,140.78,144.05,0
5568,268.5,206,93,28,135.71,137.35,132.65,1
5568,233.5,19.5,91,39,211.23,218.41,204.15,0
5569,37,430.5,74,29,135.22,138.38,103.73,0
5569,91.12,259.82,158.3,30.36,125.24,133.45,130.51,0
5569,243,230.5,108,33,60.17,72.54,54.34,1
5569,239.5,187,69,34,71.47,114.99,75,0
5569,374.5,176,77,22,70.5,83.18,81.06,0
5569,366.02,18.52,127.38,33.97,37.42,49.98,131.87,0
5570,259,463.5,76,31,68.33,90.73,86.85,0
5570,222.5,384,65,22,41.08,59.34,56.21,0
5570,247.26,304.27,81.21,29.21,41.98,56.65,47.77,0
5570,371.45,282.38,138.66,51.23,162.16,196.38,180.82,0
5570,233.5,212,115,26,58.63,79.7,49.58,1
5571,291,180.5,136,31,49.51,53.97,51.3,1
5571,310.5,100,73,36,45.44,45.43,45.43,0
5571,438,72.5,82,31,104.96,115.33,113.56,0
5572,282,224.5,112,25,49.86,54.86,48.14,1
5572,281,177.5,58,21,53.35,53.35,53.35,0
5573,247.5,199,95,34,173.47,185,165.7,1
5573,389.63,112.95,113.71,55.29,144.64,145.21,135.34,0
5574,360,365.5,48,23,85.47,110.2,68.72,0
5574,258,248.71,89.53,42.81,158.15,143.41,108.67,1
5574,59,57.5,118,47,110.71,143.53,139.11,0
5574,33,14.5,66,29,101.62,170.37,130.55,0
5575,232.5,200.5,127,31,95.42,107.42,96,1
5576,212,198.5,120,27,149.56,145.01,131.08,1
5577,135,154,112,26,79.05,78.84,27.44,1
5577,155.5,120,169,32,68.93,74.61,24.7,0
5577,387.5,23,95,46,115.57,107.12,67.04,0
5577,155,17.5,80,35,37.84,35.5,12.26,0
5578,367.5,443.5,79,31,109.22,136.08,139.3,0
5578,231.5,210.5,117,29,100.35,122.77,111.69,1
5579,213.96,198.43,120.34,28.28,127.92,130.82,99.77,1
5579,364,145.5,66,31,166.05,168.73,160.93,0
5580,340,314.5,82,35,162.44,219.32,135.33,0
5580,443.67,314.85,109.05,53.29,108.58,169.1,68.13,0
5580,249.5,193,135,26,41.46,80.93,26.97,1
5580,358.5,164,55,26,39.28,67.22,21.17,0
5580,436.24,140.41,91.41,45.52,3.89,9.43,2.19,0
5580,413.5,46.5,51,23,6.6,18.1,3.19,0
5580,104.48,27.71,132.15,51.47,101.5,150.94,77.33,0
5581,241.5,223.5,105,27,85.49,80.58,63.22,1
5581,357.5,11.5,71,23,163.35,163.35,163.35,0
5582,257.2,279.78,126.97,26.08,43.98,72.58,48.59,0
5582,231,188.82,130.56,25.27,30.11,67.49,30.87,1
5582,330.5,145,69,20,139.38,165.74,154.72,0
5583,189.51,214.09,103.24,27.41,127.6,140.53,113.84,1
5583,303.5,148,63,28,46.02,52.17,29.59,0
5584,300,428.5,82,39,178.77,182.83,167.02,0
5584,183.5,425.5,71,33,31.14,31.14,31.14,0
5584,337.5,389.5,67,33,173.39,178.8,161.41,0
5584,394,355,90,22,135.61,163.21,125.05,0
5584,307.01,153.31,118.98,24.05,170.62,173.06,166.02,1
5585,356,463,168,32,184.61,189.65,185.81,0
5585,182,457,88,32,19.02,33.41,18.31,0
5585,254.47,200.67,113.82,26.68,129.81,144.61,128.23,1
5586,204.5,226.5,93,33,136.21,133.22,100.28,1
5587,432.5,255.5,79,39,9.04,9.9,9.75,0
5587,234.5,212.5,103,35,25.05,37.64,23.15,1
5587,353.8,154.71,125.33,44.25,20.7,23.86,25.77,0
5588,453.5,339,51,24,90.06,96.4,84.32,0
5588,239.5,215.41,108.49,26.76,128.99,135.76,117.32,1
5589,227,207.5,118,29,73.97,90.75,84.91,1
5589,250,171.5,64,29,61.14,76.74,75.49,0
5589,37.49,106.4,86.88,39.04,91.19,88.31,84,0
5590,251.5,219,125,30,119.98,133.98,114.22,1
5591,243.5,414.5,51,23,214.7,202.26,204.31,0
5591,277.5,279.5,79,33,44.17,92.72,43.84,0
5591,249,210.5,130,33,66.18,76.99,37.67,1
5591,389.5,141.5,67,33,54.81,98.38,42.68,0
5591,69.5,112,73,24,27.36,44.67,20.62,0
5591,430,12.5,98,25,3.04,16.01,2.34,0
5592,375.5,448,91,38,110.55,115.54,114.71,0
5592,227,323.5,110,33,99.84,103.3,89.87,0
5592,368.99,282.55,118.23,49.34,103.93,121.51,93.28,0
5592,433.5,235.5,51,23,93.34,101.34,78.34,0
5592,230.5,207,121,28,74.38,78.63,59.59,1
5592,85,157.5,88,27,195.93,190.82,173.81,0
5593,213,467.5,104,23,38.26,49.75,31.77,0
5593,94,439.5,78,37,114.8,129.14,103.61,0
5593,244,274,90,34,73.43,85.61,59.39,0
5593,203.89,219.54,120.47,27.95,123.66,125.73,96.37,1
5593,312.51,182.71,82.31,26.38,184.99,173.52,170.06,0
5594,211,181.5,130,49,33,45.86,47.16,1
5595,11,302.5,71,22,62.37,54.86,80.58,0
5595,277,233,120,28,126.09,122.39,137.26,1
5595,430,11.5,62,23,56.29,49.16,70.8,0
5596,45.24,329.39,99.72,30.17,14.32,16.46,5.15,0
5596,318.47,205.59,118.83,31.28,0.76,2.01,0.57,1
5596,434,139.5,70,19,0,0,0,0
5596,251.5,12.5,85,25,0,0,0,0
5597,173,469,58,20,170.44,168.78,155.63,0
5597,35,456.5,70,33,63.87,72.37,62.26,0
5597,163.33,218.93,117.76,27.61,65.19,79.73,54.82,1
5597,160.5,173,63,28,75.39,102.97,64.94,0
5597,288.5,162.5,59,29,69.67,88.65,78.67,0
5597,13.5,155.5,55,27,211.05,213.42,205.94,0
5597,26,90.5,52,21,216.94,215.18,211.6,0
5597,403,20,54,22,9.93,51.92,9.79,0
5598,243.28,366.73,96.97,35.51,103.9,105.76,96.18,0
5598,245,218,128,28,77.44,81.99,56.47,1
5598,407.04,172.69,139.71,39.36,63.25,74.29,66.61,0
5598,241.5,73,49,24,32.18,37.06,22.95,0
5599,293,200.5,140,27,155.96,158.56,151.02,1
5599,47.65,207.55,100.19,34.66,93.8,94.93,94.76,0
5600,126,469,60,20,105.67,106.89,106.71,0
5600,298.66,148.45,108.34,38.26,123,135.81,113.2,1
5600,80.5,12,49,24,148.62,171.54,167.58,0
5601,300.99,219.95,124.23,29.51,76.58,71.36,52.94,1
5601,132.5,211,57,18,102.61,87.8,68.67,0
5601,128.5,21,95,42,90.95,83.11,58.82,0
5602,395,232.5,66,17,57.98,123.04,156.98,0
5602,245.5,210,115,28,45.77,69.47,50.92,1
5602,443,191,66,32,67.96,140.08,171.02,0
5602,419.2,54.73,144.05,48.25,73.94,146.89,181.55,0
5603,281,252,124,32,119.81,105.93,68.96,1
5603,278,219,50,22,61.28,63.13,26.72,0
5603,310,129.5,78,29,133.19,117.12,93.84,0
5603,216,35,62,24,126.02,111.21,91.62,0
5603,64,10.5,86,21,72.81,71.45,55.73,0
5604,422.5,469.5,67,19,8,8,8,0
5604,185,463,136,32,14.8,26.01,36.28,0
5604,265.5,234.5,103,27,14.61,33.18,22.46,1
5605,426.55,455.12,108.33,42.27,145.88,160.01,149.31,0
5605,41.5,293,77,28,217.76,224.56,204.67,0
5605,242.5,251.5,95,29,62.16,73.05,44.71,1
5605,151,247.5,85.46,30.51,164.56,172.61,171.02,0
5605,253,36.5,56,19,22.44,57.99,30.22,0
5606,125.74,461.94,112.54,31.29,138.38,137.17,129.79,0
5606,290.16,441.37,127.01,48.72,207.48,199.52,195.24,0
5606,257,233.5,112,37,73.21,77.42,41.64,1
5607,284.98,221.77,122.45,27.73,130.34,136.03,127.25,1
5607,52.52,137.75,108.56,34.23,147.22,144.62,133.52,0
5607,311,92,78,28,109.35,104.7,103.37,0
5608,87.5,299,123,32,241.76,238.44,234.68,0
5608,221,230,140,38,97.9,82.52,41.3,1
5608,445.49,218.73,77.42,32.57,105.44,56.05,3.6,0
5608,345.18,155.52,88.9,40.45,46.66,45.13,17.25,0
5608,306.35,30.37,110.02,28.3,95.03,92.84,23.76,0
5608,419,10.5,92,21,120.15,74.96,8.5,0
5609,87.5,425.5,53,21,195.73,214.56,210.54,0
5609,449,336.5,60,27,122.33,145.2,139.05,0
5609,216.5,251,123,28,128.27,135.99,121.37,1
5609,415.5,100.5,51,21,126.11,170.22,136.44,0
5609,346.44,32.03,93.17,40.5,127.9,138.07,134.12,0
5610,218.5,197,131,28,21.47,35.44,8.04,1
5610,366,152,66,24,24.99,93.61,47.61,0
5610,45.73,135.77,102.93,36.09,88.02,124.5,61.96,0
5611,259.5,230,125,28,43.42,53.39,43.11,1
5611,415.47,187.96,134.57,58.23,61.62,94.21,123.87,0
5611,28,68.5,56,27,75.21,83.04,67.08,0
5612,226.5,216.5,119,35,70.98,73.53,46.96,1
5612,146.5,9.5,73,19,138.81,162.97,158.82,0
5613,260,161.5,118,29,76.97,77.04,76.82,1
5614,299.13,218.53,77.6,29.95,92.8,116.36,98.51,1
5614,192.5,185,65,22,80.52,109.58,56.53,0
5614,231.5,52.5,61,29,35.49,77.27,18.74,0
5615,276.93,211.53,116.24,30.49,57.93,73.68,66.3,1
5615,456,61.5,84.15,40.31,132.34,134.14,129.25,0
5615,308.5,34,79,28,83.92,105.07,98.84,0
5616,217.5,144.3,127.63,28.65,1.86,5.23,0.39,1
5616,336.5,34,89,20,0,0,0,0
5617,215.5,209.5,77,29,116.56,117.75,77.6,1
5617,199.5,183.5,53,21,117.13,162.12,71.84,0
5617,365.5,152.5,55,23,184.4,184.81,183.6,0
5618,177.5,447.5,63,25,44.96,69.84,56.34,0
5618,451,353,52,22,51.75,67.28,64.69,0
5618,402,267,64,28,54.56,54.56,54.56,0
5618,178,197,124,28,144.36,134.65,113.95,1
5618,272,148,54,22,42.67,38.23,36.56,0
5619,278,405.5,88,27,67.86,70.04,69.69,0
5619,380.5,369.5,49,21,128.14,158.92,127.45,0
5619,276,228.5,128,27,89.1,88.22,71.37,1
5619,264.5,19,65,28,133.66,142.14,140.27,0
5620,331.5,462.5,77,27,92.94,92.94,92.94,0
5620,105,411,58,22,111.09,94.1,100.02,0
5620,369.05,359.35,91.92,31.82,96.18,112.53,95.98,0
5620,238,341.5,50,23,63.31,42.06,46.61,0
5620,288.5,218,133,28,62.76,77.39,62.87,1
5621,142,433,72,26,4.91,18.33,4.54,0
5621,68.5,328,59,24,6.98,54.82,25.53,0
5621,275,177.5,124,29,1.73,31.91,3.29,1
5621,268.5,133.5,89,27,2.51,33.02,3.42,0
5621,428.5,124,87,28,4.17,29.92,3.89,0
5622,250.5,186.5,125,27,35.32,76.74,40.18,1
5622,254.5,125,65,20,38.98,86.38,49.18,0
5622,419,111,70,26,51.25,106.76,56.27,0
5622,101.03,106.25,92.7,24.24,174.2,217.94,174.69,0
5623,432.06,311.67,95.57,22.83,74.31,97.02,98.29,0
5623,343.5,268.5,61,19,28.17,36.81,35.36,0
5623,432,252,94,30,56.98,64.36,60.53,0
5623,243,245,110,30,88.41,107.58,91.19,1
5623,358,229.5,90,27,52.15,62.73,61.01,0
5623,245.5,189,49,22,48.04,90.47,52.64,0
5623,300.5,129.5,71,29,29.44,29.91,29.83,0
5624,66,332,58,18,49.56,77.17,75.91,0
5624,184,158.5,106,35,84.8,100.85,80.18,1
5625,107.2,265.59,131.95,53.23,105.51,106.52,103.75,0
5625,239,215.5,118,29,66.4,67.9,48.33,1
5625,105.5,179.5,55,27,88.18,73.12,86.28,0
5625,134,137.5,60,29,74.26,104.29,77.98,0
5625,319.03,19.1,93.97,37.03,218.49,230.66,212.93,0
5626,218.52,228.96,91.14,29.7,153.24,163.93,133.38,1
5626,124.5,163,69,20,58.68,109.3,108.56,0
5626,96,19,108,28,59.66,95.69,65.09,0
5627,403.5,311.5,77,37,75.77,121.87,72.73,0
5627,292.32,318.31,102.18,41.78,47.17,102.36,52.6,0
5627,192.2,237.63,118.77,30.06,74.14,125.7,71.6,1
5627,381,75.5,128,47,68.46,122.79,78.11,0
5628,283.5,235,109,26,110.69,118.24,98.59,1
5628,244.96,143.74,131.53,31.83,125.94,136.74,141.83,0
5628,47,91.5,56,27,172.18,179.94,165.83,0
5629,427.5,466.5,99,25,18.9,28.02,31.09,0
5629,366,418.5,50,21,27.64,25.68,47.76,0
5629,379.43,353.98,89.52,23.34,16.48,40.56,21.56,0
5629,224.5,223,119,34,38.31,42.89,53.58,1
5629,378.54,212.83,118.74,50.2,12.87,12.33,12.42,0
5629,107.5,16,77,32,38.36,18.99,32.06,0
5630,224,225.5,126,27,153.89,162.51,128.85,1
5631,298,195.5,106,29,86.04,81.23,78.92,1
5632,106,237,64,26,58.13,70.52,55.79,0
5632,251.95,223.4,123.71,33.87,142.43,158.71,149.86,1
5632,350,91,76,30,243.67,243.67,243.67,0
5632,142,22.5,78,29,98.91,123.83,96.85,0
5633,180.71,388.11,172.16,35.6,132.68,105.09,89.88,0
5633,272,212,106,34,108.69,125.66,118.16,1
5633,180.5,131.5,75,25,168.45,172.09,200.41,0
5634,364,225.5,80,25,252.83,252.6,249.82,0
5634,251.5,227.5,93,35,183.83,185.64,137.39,1
5634,241,173.5,54,23,238.75,230.54,216.6,0
5634,438,172.5,82,27,255,255,255,0
5634,329.5,46,77,22,223.21,214.85,199.68,0
5634,436,21.5,86,35,255,255,255,0
5635,397.5,289.5,91,41,126.36,130.16,119.15,0
5635,200.5,202,115,26,184.68,191.41,161.34,1
5635,326.5,14.5,157,29,137.39,138.34,132.52,0
5635,90,11,78,22,186.96,188.53,183.9,0
5636,138,450,80,38,84.9,94.88,114.09,0
5636,133.5,412,59,24,73.59,98.09,137.35,0
5636,219.5,349.5,55,21,68.84,53.2,62.04,0
5636,391.5,214,49,24,120.11,123.18,109.72,0
5636,234.04,213.35,114.29,26.86,120.04,106.57,86.6,1
5636,225.5,146.5,57,27,54.66,47.7,57.75,0
5636,313,139.5,122,37,70.8,69.61,66.58,0
5636,130,134,104,42,179.74,191.68,165.72,0
5636,265.5,95.5,101,29,45.32,44.34,44.84,0
5636,32.5,34,65,22,133.09,202.9,160.33,0
5637,224.01,205.32,119,29.05,52.21,52.38,28.38,1
5637,58.61,142.23,122.61,36.77,212.84,211.62,197.26,0
5638,128.77,359.78,90.25,30.65,20.06,57.34,84.26,0
5638,224.5,224,109,28,51.21,120.34,146.61,1
5639,107.5,376.5,55,23,36,29.82,33.96,0
5639,394,168,58,22,58.33,60.13,38.21,0
5639,257,160.5,128,27,23.16,23.16,23.15,1
5639,433.5,30,73,24,117.74,129.42,126.09,0
5639,353.5,27.5,65,27,40.29,42.63,35.82,0
5640,208,229,116,32,104.37,94.93,58.14,1
5640,200.5,174.5,59,27,85.05,91.83,36.26,0
5641,228,195.5,112,31,4.18,23.69,4.02,1
5641,213,161,64,26,2.8,34.9,3.14,0
5642,269,195.5,124,29,126.13,127.5,112.48,1
5643,252,453.5,84,39,107.79,107.58,109.4,0
5643,285.5,207.5,123,27,111.95,111.95,111.95,1
5644,225.5,218.5,123,27,19.26,77.55,11.04,1
5645,294.5,228.5,131,27,38.23,73.68,42.39,1
5645,122.3,179.85,91.2,31.72,89.83,116.73,70.8,0
5645,43.5,86,77,30,98.16,134.97,100.54,0
5646,282,227,90,28,91.62,101.14,93.64,1
5647,386.5,417,53,24,168.28,179.55,164.72,0
5647,390,385.5,56,21,145.6,190.75,137.68,0
5647,292.52,231.96,91.74,29.75,145,145.92,144.45,1
5647,357,56,70,26,149.33,151,146.1,0
5647,231,27.5,72,23,88.4,148.02,130.64,0
5647,377.5,18,127,36,169.52,170.21,168.46,0
5648,220,232.5,82,37,141.17,180.01,163.35,1
5649,207.5,193,107,26,85.77,122.71,61.43,1
5649,107.5,144,67,22,64.55,99.23,55.07,0
5649,301.5,74,79,26,6.47,25.48,3.9,0
5649,427.5,39,59,20,19,57,9,0
5650,449,263.5,56,27,101.84,109.84,86.84,0
5650,252.73,223.92,117.96,38.34,107.07,109.51,87.85,1
5650,233.5,188.5,73,23,107.75,132.15,100.16,0
5650,298,75.52,82.68,22.65,76.86,84.44,84.65,0
5650,102.5,12.5,65,25,31.21,39.49,13.8,0
5651,212.5,177.5,121,29,21.18,27.58,5.47,1
5651,466,176.5,69,26,39.64,36.29,15.27,0
5651,320.5,137.5,81,27,24.19,30.88,8.83,0
5651,197,125.5,88,33,10.71,12.43,4.76,0
5652,372.5,345,57,28,138,152.03,125.46,0
5652,395,249,70,24,149.56,155.47,138.34,0
5652,259.79,212.26,103.19,41.45,111.56,133.67,119.39,1
5652,440,184,68,28,87.4,115.03,68.25,0
5652,367,12.5,70,25,137.32,144.55,132.77,0
5653,452,455,54,20,73.24,141.16,54.47,0
5653,436,426.5,84,25,81.15,145.99,64.04,0
5653,250.45,165.69,123.24,28.45,63.28,77.97,69.77,1
5653,430,58.5,98,41,170.57,179.18,169.15,0
5653,409.5,24.03,90.3,23.34,184.43,186.44,183.82,0
5654,276,188.5,118,31,1.36,1.46,2.15,1
5654,275.5,116,61,24,1.77,1.36,3.45,0
5655,287.93,241.06,134.34,27.73,96.12,101.98,71.25,1
5656,235.5,468.5,67,21,109.14,109.23,109.09,0
5656,294,332.5,56,27,94.78,99.43,102.59,0
5656,241.5,217.5,129,29,120.37,122,103.66,1
5657,323.5,435.5,51,21,85.98,85.98,85.98,0
5657,155.5,403,107,22,155.03,145.33,138.89,0
5657,242.5,217,127,32,134.23,131.94,114.17,1
5657,45.5,140.5,91,45,157.2,157.82,158.87,0
5657,386.52,69.41,128.59,32.66,90.83,92.14,88.3,0
5657,368,19.5,80,39,110.19,112.39,105.99,0
5658,161,390.5,56,25,1.86,9.01,2.37,0
5658,91.5,358,67,18,5.5,13.62,4.95,0
5658,312.5,350.5,61,23,4.29,45.45,4.69,0
5658,227,156.5,122,29,7.58,16.39,6.96,1
5659,102,447.5,72,35,18.42,30.7,17.46,0
5659,243.5,214.5,127,27,149.35,150.18,130.03,1
5659,78.5,29,67,30,97.52,120.6,81.92,0
5659,154,13,70,26,150.04,151.92,146.46,0
5660,202.51,214.08,129.76,32.74,118.41,124.24,94.5,1
5661,181.54,212.41,117.02,52.92,111.38,133.58,114.24,0
5661,266,199,104,42,81.5,97.23,75.33,1
5662,254,465.5,56,27,131.1,132.34,128.72,0
5662,190.5,211.5,123,31,95.55,102.02,126.08,1
5662,332,170.5,58,25,150.72,158.72,135.72,0
5663,148.5,190,105,26,173.72,175.56,149.64,1
5663,394.99,213.42,111.21,55.03,157.61,159.3,148.19,0
5663,250,39.5,50,23,72.31,72.33,72.35,0
5663,304.5,25.5,125,51,95.48,88.42,86.72,0
5663,27.5,12.5,55,25,103.39,112.46,68.53,0
5664,387.5,460,55,24,127.64,135.57,112.76,0
5664,193,461.5,56,27,134.33,139.4,124.8,0
5664,338.5,333.5,91,21,102.68,124.19,93.78,0
5664,222.91,232.72,116.36,28.39,147.6,152.55,122.69,1
5665,373,228.5,106,31,161.53,154.87,146.7,1
5665,198,134.5,64,29,202.64,199.05,183.34,0
5665,15,70,78,30,114.05,118.39,98.63,0
5666,303,461,82,36,128.5,140.5,138.51,0
5666,252.5,316,79,28,139.21,141.06,140.56,0
5666,275.16,269.38,114.32,49.57,108.66,123.76,96.07,0
5666,253.5,219.5,97,35,101.31,123.15,79.75,1
5666,281,177,86,40,83.94,85.26,82,0
5667,208,214,154,32,124.66,130.78,113.35,1
5667,167,12,94,24,204.86,208.34,207.4,0
5667,30.5,12.5,61,25,157.7,208.01,162.49,0
5668,404,425,72,22,101.21,147.66,110.25,0
5668,213.5,216,115,28,67.17,84.92,53.91,1
5668,111,178.5,56,23,215.76,210.16,211.04,0
5668,205.5,172,57,28,72.61,109.97,51.64,0
5668,421.79,91.29,118.26,40.62,61.99,93.52,25.05,0
5668,85.5,56.5,95,23,76.21,114.81,83.36,0
5668,58,15.5,116,31,97.2,141.91,112.39,0
5669,64,421,58,22,156.98,143.84,117.98,0
5669,57.5,231.5,67,23,135.84,147.35,130.51,0
5669,275.96,214.42,103.64,38.52,126,112.47,103.16,1
5669,168.5,65.5,67,23,92.87,120.78,99.05,0
5669,272,15.5,150,31,142.41,141.7,137.77,0
5670,344.39,293.61,112.58,45.58,106.08,115.17,103.2,0
5670,92,227,60,22,161.39,162.47,156.31,0
5670,234.5,205.5,99,25,133.32,134.65,104.41,1
5671,214.5,205,127,30,37.5,49.51,19.92,1
5671,438.17,196.63,86.49,33.69,101.64,159.97,109.98,0
5671,237.52,158.95,106.96,30.22,30.23,52.16,17.61,0
5671,449,90.5,60,29,60.65,98.93,61.46,0
5671,44.5,8.5,79,17,41.35,87.59,48.4,0
5673,182,431,122,28,95.59,87.04,81.07,0
5673,413.5,417,51,20,12.81,42.81,12.81,0
5673,235.5,196,119,50,42,51.87,40.61,1
5673,341.5,109.5,53,21,24.44,38.97,40.97,0
5674,314.5,217.5,117,31,0.61,2.2,0.39,1
5674,309.5,147.5,59,21,0.68,4.97,0.55,0
5675,111.16,179.12,110.86,27.72,112.87,118.56,137.66,1
5675,53.5,30,75,28,151,162.75,141.94,0
5676,190,189.5,112,31,82.7,82.72,62.26,1
5676,279,166,54,20,85.33,85.53,84.95,0
5677,290.74,226.35,111.83,28.77,84.83,91.06,80.84,1
5677,273.48,15.34,89.4,18.89,136.21,154.07,151.02,0
5678,263,167,134,28,1.8,3.49,1.93,1
5678,435.5,156.5,87,29,10.15,46.69,9.21,0
5678,262.5,122.5,49,23,0.69,0.69,0.69,0
5678,410.09,113.47,91.18,38.44,7.75,40.3,7.3,0
5679,402.5,439.5,49,23,133.99,135.21,135.03,0
5679,385,383.5,66,23,120.39,144.8,121.43,0
5679,142,391.5,94,39,97.86,78.02,67.74,0
5679,124.79,280.3,108.56,27.81,67.18,55.74,48.13,0
5679,185.1,189.31,116.06,29.06,41.8,48.05,31.39,1
5679,205.93,38.47,155.87,36.14,50.33,49.15,57.48,0
5679,428.98,24.1,117.14,41.08,183.65,187.91,179.39,0
5680,414,400.5,130,25,48.44,98.39,43.07,0
5680,285.53,201.99,111.66,27.34,83.44,92.58,80.88,1
5680,228,12.5,68,25,82.48,109.16,71.49,0
5681,174,209,122,30,108,72.89,18.48,1
5681,84.5,82.5,63,17,110.5,96.9,19.71,0
5682,268,341,66,24,50.84,51.81,51.66,0
5682,219.01,224.27,122.6,27.27,93.45,90.06,72.98,1
5682,222.5,171,71,22,91.25,99.79,68.83,0
5682,451,46,54,22,105.95,113.95,90.95,0
5683,200.5,334.5,97,19,112.04,124.41,124.01,0
5683,157,241.5,88,27,178.69,185.93,184.12,1
5683,407,135.5,62,17,144.12,167.12,163.12,0
5683,208.5,40.5,65,25,124.28,133.43,134.19,0
5683,120,41,94,44,120.82,133.77,128.8,0
5684,243.5,300,97,40,108.65,104.54,94.33,0
5684,383.5,235,79,38,107.62,108.93,163.64,0
5684,275.67,211.96,90.08,35.59,80.5,101.01,77.64,1
5684,109,179,56,20,56.25,56.22,56.2,0
5685,347,231.5,110,27,159.14,160.88,155.82,1
5685,429,167.5,52,25,163.53,166.12,158.63,0
5685,207,105.5,62,25,100.71,121.03,113.33,0
5685,340,57.5,52,25,157.67,159.26,158.38,0
5685,403.5,30,57,18,162.68,162.68,162.68,0
5686,228,178.98,122.28,28.56,81.98,98.31,85.25,1
5686,238,146,74,30,69.67,84.13,90.65,0
5686,120.5,36.5,77,25,49.15,75.86,62.9,0
5687,181.5,226,113,34,153.94,145.69,148.4,1
5687,387.27,176.65,85.74,30.53,146.37,127.27,130.56,0
5687,73.5,136.5,67,27,177.59,173.67,181.05,0
5688,452.5,467,53,24,52.63,73.53,38.19,0
5688,219.5,216.5,135,31,149.26,129.96,94.31,1
5688,351.5,144.5,63,29,44.77,29.48,12.47,0
5688,262.5,81.5,63,31,180.5,160.27,126.79,0
5688,263.5,53.5,59,21,189.83,176.43,142.61,0
5689,308,193,118,28,0,0,0,1
5689,392,132.5,64,19,0,0,0,0
5689,282.5,9.5,89,19,0,0,0,0
5690,228.05,254.36,96.05,26.45,58,63.1,34.94,1
5690,53.38,90.41,122.11,47.37,63.86,108.67,82.22,0
5690,403,65.5,54,23,46.58,90.93,12.68,0
5690,345.95,20.03,117.01,36.37,48.62,97.57,33.59,0
5691,225,214.5,120,25,135.13,150.25,131.57,1
5691,347,42.5,54,19,246.74,239.26,209.09,0
5692,274.5,195.5,133,31,100.45,105.82,91.91,1
5692,89.37,88.35,116.85,35.18,157.96,170.22,135.41,0
5693,277,213,116,26,78.41,93.92,80.77,1
5693,39.5,87,79,36,45.42,71.77,64.62,0
5693,341.76,90.59,129.68,55.38,53.25,68.54,61.69,0
5694,444,464.5,70,29,97.25,117.92,97.03,0
5694,176,446,76,26,149.28,145.45,143.38,0
5694,452.5,267.5,53,23,68.25,72.4,59.92,0
5694,270.5,213.5,125,29,117.56,74.79,110.01,1
5695,77.5,389.5,71,33,209.52,161.39,83.96,0
5695,305.5,214,115,26,120.03,94.6,57.52,1
5695,448.5,113.5,127,61,105.08,79.72,34.89,0
5695,38,34,62,22,149.62,140.39,73.9,0
5696,246.09,209.76,104.56,23.44,199.38,212.27,187.09,1
5697,201,212.5,116,45,9.38,20.57,4.6,1
5697,415.5,159,93,20,0,0,0,0
5697,206,106,74,28,0.62,0.62,0.62,0
5698,432,357.5,62,25,180.63,180.63,180.63,0
5698,227,217,114,26,65.07,69.23,51.26,1
5699,368.5,252.5,95,25,156.64,163.54,143.64,0
5699,171,140.5,110,27,87.88,97.64,79.07,1
5699,179.5,102,87,30,59.71,63.53,59.72,0
5700,202.5,223.5,121,45,141.05,136.74,105.36,1
5700,204.5,164.5,69,31,126.59,130.5,91.65,0
5701,219,238,136,30,120.44,102.02,73,1
5701,302,191.5,90,39,21.4,18.53,10.38,0
5701,171.5,192,151,44,159.15,142.67,104.21,0
5701,434.81,35.85,89.25,24.45,44.2,29.2,10.2,0
5702,370.49,362.69,93.81,42.19,39.15,65.77,35.17,0
