image,x,y,width,height,B,G,R,label
,352.5,84.5,61,29,91.58,91.58,91.58,0
,222.5,203.5,65,23,169.57,186.18,152.82,1
,88.5,140,65,20,105.13,150.94,127.5,0
,322.5,442,71,28,164.85,157.16,136.9,0
,202.5,402,55,20,97.18,87.62,120.41,0
,282,228.5,72,21,34.79,50.12,47.51,1
,73.5,456.5,69,21,5.66,9.9,3.76,0
,263,213.5,76,25,46.98,55,40.4,1
,176,255.5,98,29,167.09,161.25,147.15,1
,50,230,74,22,82.53,118.87,111.45,0
,212,217.04,152.52,29.56,115.24,102.93,78.72,1
,206.5,284.5,53,25,54.41,36.9,51.68,0
,382,269,74,36,123.42,104.97,90.56,0
,225.5,222.5,73,21,59.73,54.95,33.22,1
,413.5,211,117,24,112.46,95.95,77.56,0
,333.5,445,61,28,42.71,115.56,72.24,0
,178.5,364,51,24,5.19,10.3,3.22,0
,441.8,269.69,89.39,42.62,2.68,6.44,2.63,0
,213.01,227.72,140.56,29.31,21.37,30.44,7.65,1
,434.2,98.9,114.04,47.4,2.48,2.48,2.48,0
,439,16,80,32,2.35,2.35,2.35,0
,307.5,180,85,24,153.12,162.06,159.98,1
,147.94,224.38,119.5,38.21,68.58,71.96,79.92,1
,189.28,458.66,95.34,40.1,107.71,110.7,101.14,0
,106.5,385.5,85,33,200.49,200.19,194.41,0
,199.71,181.15,129.51,34.57,74.08,78.51,55.66,1
,78.5,13,95,26,118.45,127.45,107.04,0
,189.52,223.11,108.09,27.67,83.7,97.01,91.34,1
,449.51,195.68,71.24,34.84,91.53,95.61,79.56,0
,202.55,215.27,150.22,31.48,115.6,136.14,111.37,1
,211.5,178,49,22,135.39,171.72,136.72,0
,189,392.5,50,21,62.01,86.47,78,0
,265,204,74,20,88.01,81.53,63.08,1
,383.54,331.99,104.23,46.57,133.93,138.76,131.97,0
,322.5,149,93,22,186.64,179.53,180.68,1
,404.5,99,75,34,165.61,147.11,150.26,0
,399,11.5,114,23,170.97,148.14,152.11,0
,224.5,12.5,85,25,208.96,185.96,189.96,0
,297,208.5,84,37,156.44,156.44,156.44,1
,334.47,295.36,71.07,25.08,152.61,163.29,149.54,0
,413.75,213.22,101.05,36.69,143.61,149.52,132.44,0
,326,180.5,82,25,160.46,162.31,156.93,1
,365.41,91.97,94.39,36.14,149.6,149.6,149.6,0
,283,45,52,24,166.38,168.32,168.02,0
,73.01,201.21,75.06,23.45,29.84,30.23,19.85,0
,183.62,205.63,129.52,32.82,11.82,16.1,3.08,1
,425.5,412.5,101,35,92.44,119.12,102.07,0
,190,267,54,26,58.94,64.98,62.68,0
,318,125,94,38,129.63,130.38,129.37,1
,89.22,360.84,87.88,39.45,168.43,173.78,163.24,0
,226,234.5,68,31,103.41,118.38,77.08,1
,405.76,120.97,135.79,50.41,90.02,119.42,74.01,0
,43,14,74,24,110.48,152.94,100.3,0
,431,15.5,96,31,104.73,128.18,89.55,0
,284.5,169,81,38,151.77,149.99,145.51,1
,142,402.5,66,21,158.01,154.57,142.02,0
,258.54,233.81,109.65,26.99,141.25,137.28,101.06,1
,73,146,52,24,140.13,162.97,136.54,0
,142.5,19,157,38,196.59,202.25,177.82,0
,303.96,268.25,93.03,23.67,78.27,83.53,61.16,1
,46.85,138.92,97.1,31.69,43.25,72.82,60.07,0
,230.5,313.5,93.77,26.82,115.15,145.88,121.75,0
,189.33,215.88,116.54,42.53,184.71,189.35,166.31,1
,303.5,155,77,24,80.19,101.92,71.83,0
,225.5,226,97,24,77.56,77.43,60.44,1
,315.5,172.5,79,35,50.97,38.5,73.67,0
,248.5,216.5,89,27,74.22,71.02,34.77,1
,121.5,201,53,26,190.92,186.01,169.17,0
,31,172.5,62,27,238,238,238,0
,436.03,149.93,88.8,44.04,8.12,30.97,2.87,0
,50,124,60,28,238,238,238,0
,360.05,113.51,109.84,40.23,6.93,18.92,2.42,0
,402.3,259.25,157.01,36.63,129.28,137.98,113.08,0
,218,232.5,120,33,102.93,114.77,93.62,1
,400.5,28.5,113,39,121.21,134.17,101.36,0
,297.5,18.5,75,37,23.2,38.34,16.63,0
,80.5,12,71,24,127.64,145.2,133.28,0
,251.5,420,53,26,134.59,134.34,134.07,0
,149.5,417,77,30,178.69,171.21,160.51,0
,306.9,324.8,91.39,31.31,152.77,166.18,152.99,0
,317.5,271,93,38,139,173.68,138.48,0
,195.68,205.59,78.13,24.56,141.38,145.1,107.97,1
,300,203,70,34,152.74,152.97,152.29,0
,42.5,229,85,26,140.14,159.01,149.33,0
,221.5,209.5,67,19,89.86,112.21,70.33,1
,152.37,149.19,113.14,54.15,85.72,120.25,92.25,0
,18.5,47.5,85,37,57.02,112.75,60.53,0
,231,189.5,72,23,148.64,154.75,133.42,1
,35,13.5,70,27,90.01,107.6,103.33,0
,250,221,70,22,139.47,151.27,128.78,1
,422.5,460.5,75,31,181.49,169.95,161.73,0
,414.5,421.5,55,25,164,172.5,144.92,0
,245.22,218.78,120.95,30.36,101.8,93.75,68.59,1
,351.5,169,79,22,156.59,157.49,154.85,1
,207.97,115.61,105.59,25.29,154.15,155.79,151.04,0
,152.5,13.5,79,27,71.86,87.29,72.03,0
,144,466.5,88,23,99.45,146.7,111.86,0
,221.08,227.82,104.82,30.18,142.07,192.62,130.32,1
,321.5,211.5,53,25,45.04,94.03,53.82,0
,186.5,193,61,22,88.79,113.08,78.26,1
,100.5,131.5,143,41,106.8,139.03,123.58,0
,192,13,70,26,105.53,112.71,111.75,0
,347.5,197,93,40,198.88,204.47,188.32,1
,251.5,179,69,22,114.29,131.9,128.92,1
,176.5,106.5,61,23,148.32,148.55,148.52,0
,387.02,51.33,118.09,55.37,95.66,109.5,105.03,0
,39.5,11,79,22,137.99,151.44,130.99,0
,459.16,383,78.73,36.11,99.37,107.48,104.43,0
,218.35,211.51,113.04,37.11,143.74,146.19,123.09,1
,99.79,71.97,115.15,27.11,133.56,150.42,130.78,0
,13,51.5,95,26,109.54,135.76,121.04,0
,239,205.5,144,31,109.27,79.62,58.9,1
,276,146.95,94.08,46.77,118.61,91.17,78.49,0
,370.51,158.89,111.4,54.5,109.12,104.91,104.93,0
,177.8,36.25,114,54.21,223.64,202.13,184.82,0
,373.5,19,79,38,157.46,135.32,138.38,0
,44.5,457,89,44,197.18,200.08,177.39,0
,414.7,326.26,80.74,37.95,195.83,181.06,161.36,0
,236.49,185.1,118.14,37.55,148.69,142.61,121.48,1
,60.07,21.21,75.46,32.91,229.89,234.04,211.93,0
,250,367,72,22,129.42,113.31,97.76,0
,278.5,208.5,91,25,103.63,106.41,103.72,1
,119.84,443.64,105.11,23.74,53.97,59.31,53.51,0
,270.5,226.5,107,25,98.04,106.87,90.77,1
,215.5,218,83,22,74.74,81.13,56.99,1
,47,84,62,24,122.65,165.58,153.57,0
,399,16.5,108,33,188.58,175.86,156.43,0
,216.54,222.36,107.46,28.27,107.15,110.38,86.15,1
,217.5,336,91,34,103.89,101.4,129.54,0
,184.13,236.76,129.54,40.42,162.69,159.15,146.88,1
,177.83,224.91,150.88,35.67,142.06,126.31,105.95,1
,313,195.5,56,27,124.75,105.06,99.57,0
,199.5,202,115,26,183.17,189.83,159.95,1
,455,52,104,48,145.52,160.81,145.62,0
,325.5,14.5,157,29,138.05,139,133.19,0
,89,11,78,22,186.36,188.07,183.31,0
,299.5,193.98,88.09,24.52,152.08,152.08,152.08,1
,218,229.5,94,25,121.87,111.09,54.18,1
,70.97,193.28,111.09,42.98,147.34,125.09,92.95,0
,99,463.5,70,31,106.03,108.75,113.6,0
,335.08,141.21,142.25,27.26,146.57,147.32,147.2,1
,256.5,468.5,51,21,88.36,92.9,92.16,0
,250.49,242.32,87.91,21.02,111.73,106.88,90.62,1
,66,390.5,58,25,130.95,113.76,78.25,0
,213.01,231.66,124.77,31.33,92.36,87.02,57.47,1
,228.5,225,59,24,71.08,83.34,40.93,1
,443.11,251.32,75.45,23.52,147.65,155.73,134.02,0
,253,225.5,98,27,139.49,138.14,106.33,1
,213.62,59.61,98.79,33.44,198.26,204.31,216.44,0
,416.5,45.5,89.27,31.14,162.39,166.14,155.31,0
,442,11,74,22,176.08,181.18,168.52,0
,276,220,50,24,169.52,171.14,170.89,0
,142,141,82,20,56,65.44,37.39,1
,237.96,405.72,129.77,39.45,133.14,121.86,115.87,0
,213,199.5,68,23,98.48,90.87,52.09,1
,274.53,282.36,75.3,24.85,71.18,87.64,47.1,0
,189.47,196.27,111.1,43.02,43.62,45.89,17.75,1
,230,207.5,74,21,76.82,87.07,58.83,1
,236.9,174.99,120.55,32.81,73.35,79.6,72.28,0
,343.5,171.5,71,33,134.29,134.29,134.29,0
,223,223,102,26,110.46,110.98,93.6,1
,228.5,115,63,22,97.25,97.5,97.36,0
,281.5,188.5,121,31,91.26,93.98,86.08,1
,246,220.5,60,21,44.19,81.2,48.82,1
,210.5,189,121,46,147.59,143.33,128.7,1
,31.5,414.5,63,31,124.27,149.35,123.44,0
,261.5,217.5,89,35,100.66,100.22,89.74,1
,450.11,321.8,63.18,24.13,141.76,152.09,118.17,0
,68.04,157.71,84,32.88,186.02,186.03,186.02,0
,290.5,405.5,51,25,77.97,103.37,103.61,0
,250.99,218.35,87,23.8,122.72,152.76,129.51,1
,198,15,106,30,102.52,124.17,123.98,0
,101.5,213,115,28,78.42,107.23,80.54,1
,76.97,155.37,145.1,41.05,34.31,75.45,36.07,0
,262.5,229.5,89,29,133.83,112.35,90.93,1
,296.5,166,91,34,119.13,116.36,101.46,1
,453.5,111,51,22,115.68,123.69,100.67,0
,220.86,22.08,122.51,37.76,145.99,153.66,152.38,0
,433.65,190.31,100.69,38.51,114.26,134.41,130.95,0
,282.5,171,63,24,124.98,146.49,159.78,1
,358.15,128.08,85.09,36.96,121.64,144.64,140.64,0
,234.95,301.97,107.63,46.07,79.48,121.49,66.56,0
,211.81,247.69,132.32,37.88,112.04,156.36,89.47,1
,31,312.5,54,23,120.15,141.46,137.31,0
,324,195,122,28,97.77,103.92,86.15,1
,166.38,315.92,77.1,34.95,9.01,14.39,13.91,0
,222.17,227.11,105.75,40.56,14.36,31.14,8.3,1
,115.67,155.07,116.89,52.39,22.51,39.64,17.98,0
,414.5,56.5,85,39,2.34,20.91,19.08,0
,168.5,222,103,34,125.78,132.87,111.24,1
,200.5,383.5,73,31,119.21,149.25,144.89,0
,308.85,232.05,121.75,40.48,57.48,77.15,57.58,1
,298.5,440,55,24,137.18,140.25,139.2,0
,341,392,88,28,155.75,160.64,155.27,0
,296.5,228.5,85,21,144.5,146.88,140,1
,158,127.5,70,31,105.77,119.76,105.76,0
,258,212.5,114,27,68.25,79.76,60.35,1
,239.67,50.01,112.18,26.01,33.81,47.41,42.99,0
,416,15,126,30,141.12,144.69,136.46,0
,245.01,191.96,96.64,39.41,16.87,25.9,12.69,1
,360.5,124,63,30,62.83,110.99,66.31,0
,302.54,94.64,98.47,41.87,85.06,105.05,80.79,0
,322,183,60,28,167.72,175.72,152.72,0
,172,140,104,44,107.84,135.66,114.46,0
,177.5,89,65,28,147.72,137.61,128.54,0
,241,202.5,88,21,82.74,88.6,67.95,1
,264,193,108,42,35.43,66.14,31.33,1
,158,461,102,36,53.41,108.46,27.28,0
,285.5,456,93,38,134.68,181.85,89.4,0
,144.26,419.44,125.39,42.44,103.64,162.01,78.73,0
,443.69,317.32,71.51,28.44,143.08,198.93,81.15,0
,218.55,210.42,91.94,25.37,98.44,96.91,17.07,1
,57,16.5,102,33,171.46,231.82,169.06,0
,220.1,190.32,127.76,51.22,87.26,86.67,48.12,1
,144,461.5,66,21,217.3,205.42,207.44,0
,143.89,432.79,101.88,29.46,212.75,200.57,201.35,0
,226,230.5,130,45,140.43,138.93,116.25,1
,207,207.5,60,29,149.85,174.14,124.72,0
,88.5,135.5,63,21,86.72,89.22,81.53,0
,48.32,118.66,100.8,33.63,71.36,92.27,78.16,0
,251.5,222.5,97,23,112.07,109.36,89.24,1
,250.62,27.52,112.75,42.47,82.53,94.65,84.08,0
,112,15,76,30,150.42,153.64,147.8,0
,253,213.5,90,25,121.84,131.65,106.29,1
,321,95,84,36,87.85,90.52,89.71,0
,74.5,317,67,26,127.77,155.45,124.68,0
,182.5,214,85,30,120.89,121.28,76.08,1
,258.5,180,101,26,1.12,2.47,1.09,1
,400.5,38,99,36,0,0,0,0
,358.5,387.5,95,33,44.26,65.38,34.83,0
,324.5,240.5,59,21,37.36,41.28,29.92,0
,230,226.5,94,27,68.91,88.48,63.38,1
,256.5,428.5,57,27,64.15,115.14,89.47,0
,149.56,201.32,149.45,35.98,141.71,166.97,138.57,1
,205,168.5,54,25,133.99,130.62,84.02,0
,430,12,72,24,173.93,181.93,158.93,0
,432,270.5,56,19,178.55,179.67,176.37,0
,320,267,56,20,205.55,205.6,205.59,0
,265.04,209.18,74.83,27.62,167.2,168.18,168.02,1
,329,170,74,30,182.88,182.88,182.87,0
,213,10.5,64,21,57.91,74.12,76.4,0
,269.93,213.34,102.66,40.16,59.48,90.13,48.26,1
,54.5,201,75,30,166.77,180.95,162.61,0
,266.5,221.5,129,31,144.71,143.09,120.83,1
,395.5,55,99,28,94.89,104.33,77.08,0
,272,48,138,38,153.04,154.93,152.25,0
,433,16.5,92,33,46.33,86.86,26.11,0
,119,315.5,48,23,93.69,71.22,32.38,0
,444,282.46,84.39,35.32,52.26,59.78,38.13,0
,239,209.5,134,33,116.4,116.1,87.86,1
,337,113,106,40,38.65,47.67,11.99,0
,49.57,41.75,120.99,55.93,89.57,133.45,131.35,0
,444.07,294.22,75.56,26.55,177.3,182.79,160.23,0
,177,234,76,22,124.98,94.52,102.76,1
,111.23,178.88,119.52,37.65,116.21,118.86,116.93,0
,372.2,25.82,74.65,28.75,186.46,196.47,182.3,0
,253.5,197,85,38,50.22,62.92,54.43,1
,351,174,70,20,134.86,152.85,149.79,0
,58.11,452.93,118.25,49.51,170.19,154.61,148.75,0
,186.82,374.8,95.07,33.69,35.52,34.27,32.93,0
,236.05,191.96,96.59,29.3,72.33,80.7,54.35,1
,286,239.5,112,27,174.48,158.56,124.87,1
,400.78,451.82,153.02,39.82,23.55,31.47,23.55,0
,176,412.5,66,21,129.72,136.3,139.85,0
,449,400.5,60,19,25.43,26.1,26,0
,334,336,62,28,34.79,59.46,34.79,0
,193.5,163,105,50,105.6,94.05,80.26,1
,282.47,214.87,143.48,29.75,125.98,136.64,128.42,1
,219.97,87.92,89.73,29.17,81.96,106.78,97.44,0
,242.5,220,73,20,43.09,59.76,30.76,1
,437.5,225,83,34,123.42,128.52,116.33,0
,177.5,153,71,32,68.94,91.63,72.5,0
,33,35.5,66,23,137.44,139.48,109.37,0
,245.5,200.5,75,21,24.84,39.22,21.6,1
,63,174.5,64,29,62,138.43,94.82,0
,235.5,195.5,75,23,65.3,88.47,66.14,1
,39.23,436.94,107.22,36.5,96.15,94.77,89.44,0
,250.5,227.5,119,31,122.65,118.3,116.81,1
,324,188,62,24,49.03,39.52,59.94,0
,22,146,96,44,77.36,62.05,39.66,0
,262.47,245.38,92.41,33.95,78.18,96.43,73.6,1
,264.2,196.32,86.22,32.01,83.6,123.79,105.09,0
,383,11,118,22,135.79,134.48,134.69,0
,277.99,395.51,102.63,49.69,177.13,155.85,152.9,0
,52.69,261.35,116.52,34.86,137.41,136.51,116.49,0
,231.17,181.92,113.25,40.62,115.62,105.71,92.77,1
,206,216.5,66,29,105.48,118.59,92.44,1
,215.5,199.51,91.44,24.52,61.42,65.16,31.93,1
,303,170,84,34,113.77,128.73,122.93,0
,94,175.5,124,49,153.37,169.41,143.59,0
,439.51,20.07,81.65,38.54,35.68,102.95,28.81,0
,105,385,56,20,27.22,91.07,43.31,0
,214.45,240.97,111.44,27.11,118.66,127.91,91.1,1
,449.5,204.5,53,21,90.96,117.78,53.95,0
,334,188.5,76,33,20.75,41.23,13.66,0
,424.62,156.41,112.12,47.45,35.89,71.92,10.83,0
,288,9.5,102,19,37.11,68.85,38.57,0
,48.58,56.37,147.8,47.42,143.9,155,139.62,0
,279.5,221,91,20,50.17,62.35,52.44,1
,97.5,458.5,95,41,63.7,75.99,106.38,0
,175,430,58,24,88.08,88.31,87.62,0
,155.5,264.5,57,23,105.66,118.45,151.58,0
,173,199,62,26,47.82,65.2,76.96,1
,262,176.5,86,25,58.36,78.66,65.73,1
,446,153.5,58,19,154.84,167.1,131.28,0
,140,467,70,24,168.21,182.05,172.96,0
,225.5,214,91,28,95.08,117.56,84.22,1
,369.5,199,81,30,63.12,71.78,48.67,0
,407.5,99,73,26,64.95,72.95,49.95,0
,205.5,468.5,61,21,174.93,174.93,174.93,0
,405.5,462,65,28,167.25,167.24,167.25,0
,293.5,462,97,34,172.04,172.04,172.04,0
,218.5,391,67,30,66.39,64.32,64.07,0
,62.06,368.13,124.24,32.59,235.54,205.56,198.66,0
,341,319.5,66,27,153.24,174.57,153.24,0
,187.98,222.07,120.99,28.42,87.97,85.24,67.6,1
,170.5,139.5,83,31,51.68,74.3,48.77,0
,163,92,98,34,66.23,64.25,64.07,0
,31,13.5,62,27,147.44,187.92,153.07,0
,147.5,250,95,42,103.44,130.03,119.72,0
,274.5,221,67,18,86.76,100.97,84.95,1
,45.52,389.28,94.17,44.48,79.89,123.29,109.25,0
,430.85,352.95,103.53,39.88,146.94,140.15,124.5,0
,264.5,203.5,123,41,93.44,102.92,82.59,1
,308,10,60,20,213.7,222.8,221.25,0
,276.03,347.24,102.88,43.75,168.27,174.89,162.79,0
,305,312.5,74,33,150.01,184.31,139.67,0
,226.44,218.54,136.68,30.53,84.36,85.99,52.61,1
,324,50.5,94,45,117.24,129.76,105.24,0
,85,188.5,68,29,116.77,155.94,78.05,0
,271.84,101.74,81.55,33.86,16.86,72.56,20.26,0
,410.5,24.5,137,49,222.58,250.47,208.38,0
,238.5,214,113,26,150.82,149.04,116.81,1
,218,220,82,22,120.52,110.81,78.58,1
,213,179,50,24,117.4,130.06,83.35,0
,180.5,237,69,26,168.92,178.27,177.77,1
,58,208.43,96.09,41.66,84.66,115.17,96.15,0
,96,460.5,192,37,72.09,79.5,62.54,0
,184.5,425,81,40,112.75,119.41,100.22,0
,140.5,382,91,34,93.07,97.52,86.66,0
,232.37,335,96.47,42.67,130.22,135.77,120.01,0
,373.5,226,77,36,105.87,140.2,111.22,0
,439.5,73.5,79,37,106.74,134.69,112.2,0
,358,62,50,22,103.85,111.44,96.54,0
,445.5,11.5,67,21,92.33,130.18,103.1,0
,71.14,157.39,116.44,36.1,92.37,106.03,111.67,0
,298.5,145.5,111,25,108.22,125.62,122.65,1
,157.5,77.5,93,33,76.57,112.67,93.38,0
,45.5,63.5,61,19,78.08,112.86,86.7,0
,291,9.5,72,19,112.88,125.35,123.21,0
,301.33,253.06,90.82,38.29,151.91,159.98,152.11,0
,250.5,219.5,69,19,22.45,51.01,22.25,1
,10.5,116.5,93,21,162.3,171.3,160.91,0
,113.5,39.5,87,43,74.62,128.59,70.08,0
,292.5,16.5,87,33,14.34,59.39,18.52,0
,307.5,398,59,20,181.7,185.44,175.17,0
,119.5,302.5,97,19,109.52,104.42,118.97,0
,183.5,199.5,137,35,85.57,81.25,66.81,1
,435.5,9,87,18,168.3,174.46,156.69,0
,40.38,194.3,89.36,37.16,109.2,129.93,88.59,0
,141.5,173,57,24,165.43,178.05,160.41,0
,408.5,159,103,24,131.68,149.47,113.76,0
,133,141,96,34,118.24,157.9,127.37,0
,428.85,97.41,100.89,49.23,115.93,145.44,101.63,0
,115,325,54,24,218.03,207.91,199.28,0
,267,197,102,24,95.48,97.04,76.09,1
,418.77,200.66,123.47,47.95,121.84,136.09,96.78,0
,174.5,187.5,61,25,178.95,190.02,159.89,0
,241.5,165,105,36,101.41,107.47,81.3,0
,84.5,329,99,28,150.43,141.69,131.12,0
,248,222.5,92,23,85.32,98.3,78.1,1
,52,173.5,54,23,104.76,109.61,110.37,0
,375.5,459.5,93,39,96.3,81.83,68.51,0
,434.5,424,83,36,79.16,95.63,51.98,0
,225,214.5,100,27,77.03,71.27,45.76,1
,232.5,164,143,30,65.54,77.04,52.56,0
,277,216.5,84,21,114.67,117.12,109.98,1
,380,41.5,54,25,117.07,122.8,121.87,0
,253.5,146,101,24,142.7,129.39,116.59,1
,214.5,61.5,57,23,112.4,99.74,80.33,0
,208,206.5,64,21,155.92,175.81,132.31,1
,278.5,227.5,109,27,131.38,133.13,116.16,1
,118.49,309.42,96.21,46.59,160.9,162.89,150.79,0
,157.46,224.02,103.25,23.54,118.73,118.39,99.69,1
,141.5,103,55,20,55.81,68.16,55.19,0
,441,92.5,64,21,193.27,214.06,193.77,0
,62.5,18,125,36,94.12,123.88,101.25,0
,225,212,118,32,105.68,126.91,104.08,1
,89.53,141.48,86.56,32.01,154.05,177.48,180.44,0
,356.08,45.51,116.02,53.09,141.64,159.54,154.82,0
,443,461.5,72,35,116.81,135.05,115.23,0
,71,389,70,26,168.63,170.63,169.69,0
,350.96,304.34,73.99,31.79,85.2,93.84,83.27,0
,374.5,254,67,32,85.5,88.48,79.81,0
,204.5,249.5,119,25,144.93,151.82,130.09,1
,466,239,68,26,123.37,138.84,146.35,0
,251,216,80,22,47.08,59.11,125.26,1
,47,211,70,18,146.77,173.79,181.54,0
,376.65,194.88,116.84,53.41,143.56,155.01,159.91,0
,224.5,226,97,30,46.2,101.28,62.61,1
,260.5,97,103,46,61.13,106.87,69.83,0
,152,75,94,28,74.11,118.86,98.44,0
,401.5,351.5,53,23,170.05,138.48,109.01,0
,272,187.5,124,53,109.44,103.52,100.85,1
,359,186,64,24,150.97,151.39,144.17,1
,27,99.5,54,25,146.71,193.43,180.22,0
,180,179,90,24,122.48,112.43,103.71,1
,137.5,415.5,113,45,176.88,176.32,167.94,0
,425.92,359.01,86.31,31.89,68.51,120.68,69.64,0
,208.57,211,115.3,27.08,131.44,129.14,105.3,1
,219,223.5,86,25,129.4,121.28,87.8,1
,207.33,188.81,121.33,40.66,108.63,115.02,80.14,0
,152.5,145,65,30,121.2,155.58,109.4,0
,337,87,58,24,129.39,153.67,150.81,0
,217.5,209.5,87,23,111.9,132.97,109.06,1
,274,203,66,22,123.04,131.48,117.22,1
,215.5,230.5,73,21,74.83,84.11,48.96,1
,226.5,25.5,109,51,152.95,148.43,144.8,0
,174.5,444,107,36,46.66,67.51,59.2,0
,362.5,429,55,24,124.2,124.2,124.2,0
,194.5,211,59,20,129.84,136.02,98.47,1
,228,221,58,22,81.23,89.88,32.23,1
,441.5,465,75,28,65.64,137.42,73.11,0
,408,433,66.53,21.64,65.42,139.56,72.81,0
,163.5,380.5,81,29,55.16,65.98,32.3,0
,191.5,249,105,26,72.52,82.32,32.53,0
,361,247.5,84,33,83.77,138.46,88.08,0
,241,183.5,84,25,54.45,118.56,54.7,1
,438,174.85,82.81,37.47,84.09,145.85,91.19,0
,255.5,98,81,34,133.85,188.5,139.04,0
,442.78,76.74,87.01,40.06,87.48,146.48,95.48,0
,372,10.5,94,21,93.98,152.98,101.98,0
,180.41,459.54,127.48,37.32,170.96,164.49,152.88,0
,447.77,299.75,96.31,45.38,103.23,89.02,73.09,0
,312.5,232.5,145,29,62.64,57.43,44,1
,286,152.5,120,43,45.75,43.29,35.12,0
,289,467.5,62,23,139.28,156.55,153.58,0
,334,438,70,34,160.94,164.77,159.83,0
,220,389.5,96,43,162.02,126.79,109.96,0
,281,362.5,90,33,99.5,106.54,100.8,0
,241,218,114,28,101.51,98.37,66.24,1
,58.5,357,75,30,220.88,213.94,212.53,0
,214.5,218.5,115,25,97.71,98.12,74.01,1
,282.5,292.5,55,27,132.68,162.19,129.43,0
,270.5,181.5,69,21,159.52,167.15,145.19,1
,70.46,71.67,90.12,27.2,165.34,183.59,166.27,0
,235.5,196,83,28,42.92,85.78,40.19,1
,38.5,251.5,63,29,65.08,87.94,73.82,0
,203.19,206.13,154.33,28.52,169.6,166.87,143.53,1
,289.62,110.89,109.27,39.51,162.86,168.2,167.05,0
,378,434,68,32,247.01,247.02,247.02,0
,300.47,163.12,75.89,23.52,122.63,145.81,154.68,1
,204,318.5,116,39,146.42,131.58,122.25,0
,256,213.5,124,27,88.84,92.19,63.66,1
,89.65,223.16,98.48,44.27,191.89,187.99,182.68,0
,284.5,144,71,18,158.9,160.39,156.08,1
,321.5,70,51,24,162.76,166.17,156.28,0
,427.5,70,103,50,144.73,152.65,129.88,0
,217,209.06,88.75,24.74,85.78,105.04,84.8,1
,464,158,104,30,162.03,170.03,147.03,0
,295.5,12,113,24,171.33,180.04,157.48,0
,231.28,217.14,149.54,38.06,73.67,95.7,97.7,1
,272.45,142.68,120.67,49.81,28.46,50.96,45.35,0
,398,34,90,26,49.77,67.12,79.38,0
,394.5,444.43,87.74,22.19,145.05,169.57,161.57,0
,249,233,70,20,70.07,83.99,58.04,1
,148.5,220,75,32,158.74,166.43,158.47,0
,351.73,175.12,110.57,32.02,122.5,127.41,113.2,1
,49.15,254.86,119.53,31.37,3.65,7.35,3.22,0
,219,218,86,22,68.88,82.96,51.46,1
,345.77,219.39,117.95,34.37,110.35,138.55,107.85,0
,53.5,201.5,98.19,25.87,7.66,11.86,8.85,0
,53.99,79.09,108.56,20.22,92.58,118.68,92.15,0
,416,218,72,30,22.98,105.61,36.63,0
,265.5,199.5,121,29,95.47,124.93,102.02,1
,388.5,451,131,56,38.45,51.64,42.84,0
,117.5,318.5,57,25,123.14,130.69,165.91,0
,51,191,82,20,145.41,145.41,145.41,0
,424,34.5,56,27,14.71,15.42,13.32,0
,271.01,227.93,80.3,23.63,112.27,128.75,101.76,1
,232.5,366,59,20,23.29,71.03,31.18,0
,213.5,192.5,101,25,15.93,33.61,9.03,1
,171.93,61.97,104.89,35.86,19.98,30.56,18.32,0
,162.5,404,103,44,160.65,196.65,144.01,0
,202,166.5,146,29,85.74,112.91,55.89,1
,307.82,119.31,102.57,45.43,39.81,98.22,47.54,0
,74.5,113.5,75,35,220.66,233.34,215.36,0
,397.94,105.51,70.89,34.64,51.08,111.63,49.4,0
,251.5,17,117,34,44.25,100.2,51.43,0
,231.5,465,61,28,108.33,118.2,116.58,0
,269.5,191.5,113,25,99.65,103.42,92.53,1
,155.5,165,81,26,129.48,146.05,122.41,0
,182.06,108.81,139.13,35.13,148.59,161.57,147.74,0
,235.5,215.5,61,21,69,99.86,41.79,1
,123,163,80,34,56.01,101.16,79.69,0
,188,145,68,28,115.29,139.17,127.58,0
,265.5,124,49,24,75.99,89.19,68.57,0
,34.5,123.5,69,33,32.43,92.43,46.62,0
,436,67.5,82,27,218.57,219.48,219.34,0
,312.35,462.75,85.3,31.93,48.71,54.71,53.04,0
,219.5,238.5,79,23,137.74,150.6,119.12,1
,68.5,198.5,137,45,174.44,180.31,169.46,0
,105.45,158.86,95.43,21.53,135.07,146.78,133.41,0
,384,127.5,64,27,106.64,111.95,111.1,0
,112,343,162,34,42.04,48.19,52.48,0
,218.5,227.5,99,31,48.26,49.57,32.95,1
,213,175,120,44,40.35,58.61,31.59,0
,189,314.5,74,33,131.82,138.1,130.07,0
,241.5,223.5,107,39,112.25,120.23,92.41,1
,118.49,42.58,89.11,30.05,178.96,194.9,198.31,0
,233.5,213.5,85,37,71.07,73.25,51.32,1
,170.5,318,107,28,147.18,131.68,118.83,0
,343.5,179,69,26,121.98,125.93,102.42,1
,140.5,436.5,91,21,144.58,147.39,149.96,0
,213,214.5,70,23,99.94,119.05,80.25,1
,44.81,141.64,96.5,38.47,108.77,140.52,112.8,0
,272.03,136.5,66.83,29.98,32.89,52.11,31.14,0
,318,466,94,26,113.65,138.36,145.61,0
,31,403.5,62,25,104.27,121.61,135.53,0
,244.5,174,123,26,83.52,99.39,109.91,1
,269.5,105.5,87,27,119.33,136.8,150.11,0
,192.5,453.5,127,51,8.16,26.39,5.37,0
,264.5,129,95,44,10.61,47.37,12.84,1
